date,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug1_sales,drug2_sales,drug3_sales,drug4_sales,drug5_sales,drug6_sales,drug7_sales,drug8_sales
8/20/2018,4.0,5.68,4.2,21.4,7.0,0.0,20.0,3.0,4000.0,4543.999999999999,6300.0,12840.0,3850.0,0.0,9000.0,2700.0
8/21/2018,2.34,3.0,2.15,26.2,4.0,1.0,1.0,4.0,2340.0,2399.9999999999995,3225.0,15720.0,2200.0,10000.0,450.0,3600.0
8/22/2018,5.0,4.33,0.0,18.0,4.0,1.0,0.0,4.0,5000.0,3463.9999999999995,0.0,10800.0,2200.0,10000.0,0.0,3600.0
8/23/2018,5.0,4.067,4.0,35.0,8.0,0.0,23.0,3.0,5000.0,3253.5999999999995,6000.0,21000.0,4400.0,0.0,10350.0,2700.0
8/24/2018,4.0,2.34,1.0,38.5,7.0,0.0,21.0,4.0,4000.0,1871.9999999999995,1500.0,23100.0,3850.0,0.0,9450.0,3600.0
8/25/2018,3.67,4.01,3.2,27.0,4.0,0.0,6.0,2.5,3670.0,3207.9999999999995,4800.0,16200.0,2200.0,0.0,2700.0,2250.0
8/26/2018,11.33,6.67,4.0,57.0,10.0,0.0,8.0,4.3,11330.0,5335.999999999999,6000.0,34200.0,5500.0,0.0,3600.0,3870.0
8/27/2018,3.34,1.0,9.0,16.0,6.0,0.0,1.0,1.0,3340.0,799.9999999999999,13500.0,9600.0,3300.0,0.0,450.0,900.0
8/28/2018,2.0,2.68,1.0,26.4,7.0,1.0,0.0,3.0,2000.0,2144.0,1500.0,15840.0,3850.0,10000.0,0.0,2700.0
8/29/2018,6.67,2.67,1.3,28.5,10.0,1.0,5.0,3.0,6670.0,2135.9999999999995,1950.0,17100.0,5500.0,10000.0,2250.0,2700.0
8/30/2018,2.33,2.736,3.0,38.0,7.0,0.0,4.0,2.0,2330.0,2188.7999999999997,4500.0,22800.0,3850.0,0.0,1800.0,1800.0
8/31/2018,4.34,3.34,0.0,17.2,13.0,1.0,20.0,4.0,4340.0,2671.9999999999995,0.0,10320.0,7150.0,10000.0,9000.0,3600.0
9/1/2018,2.34,0.0,2.2,19.0,6.0,1.0,1.0,2.0,2340.0,0.0,3300.0000000000005,11400.0,3300.0,10000.0,450.0,1800.0
9/2/2018,6.68,5.373,3.0,20.0,5.0,0.0,5.0,2.0,6680.0,4298.4,4500.0,12000.0,2750.0,0.0,2250.0,1800.0
9/3/2018,1.0,2.02,2.0,27.4,12.0,0.0,0.0,4.0,1000.0,1615.9999999999998,3000.0,16440.0,6600.0,0.0,0.0,3600.0
9/4/2018,4.0,1.086,1.0,22.0,7.0,0.0,3.0,2.0,4000.0,868.8,1500.0,13200.0,3850.0,0.0,1350.0,1800.0
9/5/2018,6.5,3.33,1.5,28.0,11.0,0.0,3.0,2.0,6500.0,2663.9999999999995,2250.0,16800.0,6050.0,0.0,1350.0,1800.0
9/6/2018,6.66,4.056,3.0,18.4,13.0,0.0,5.0,0.0,6660.0,3244.7999999999997,4500.0,11040.0,7150.0,0.0,2250.0,0.0
9/7/2018,2.0,1.746,4.0,42.0,6.0,0.0,22.0,7.7,2000.0,1396.7999999999997,6000.0,25200.0,3300.0,0.0,9900.0,6930.0
9/8/2018,10.0,2.34,6.1,35.4,12.0,0.0,10.0,1.0,10000.0,1871.9999999999995,9150.0,21240.0,6600.0,0.0,4500.0,900.0
9/9/2018,4.0,5.944,0.0,50.0,2.0,0.0,0.0,5.0,4000.0,4755.199999999999,0.0,30000.0,1100.0,0.0,0.0,4500.0
9/10/2018,7.0,2.406,2.0,49.4,14.0,3.0,1.0,2.0,7000.0,1924.7999999999997,3000.0,29640.0,7700.0,30000.0,450.0,1800.0
9/11/2018,9.0,2.726,3.0,50.6,15.0,0.0,6.0,4.0,9000.0,2180.7999999999997,4500.0,30360.0,8250.0,0.0,2700.0,3600.0
9/12/2018,4.0,3.0,2.0,35.0,18.0,0.0,5.0,0.0,4000.0,2399.9999999999995,3000.0,21000.0,9900.0,0.0,2250.0,0.0
9/13/2018,2.83,3.086,1.0,20.6,5.0,2.0,12.0,2.0,2830.0,2468.7999999999997,1500.0,12360.0,2750.0,20000.0,5400.0,1800.0
9/14/2018,8.0,7.02,4.0,54.0,7.0,0.0,1.0,2.0,8000.0,5615.999999999999,6000.0,32400.0,3850.0,0.0,450.0,1800.0
9/15/2018,6.0,2.01,4.0,19.7,6.0,0.0,10.0,4.4,6000.0,1607.9999999999995,6000.0,11820.0,3300.0,0.0,4500.0,3960.0000000000005
9/16/2018,3.33,0.67,3.25,24.25,6.0,1.0,7.0,3.0,3330.0,536.0,4875.0,14550.0,3300.0,10000.0,3150.0,2700.0
9/17/2018,3.0,2.33,3.75,44.4,10.0,1.0,5.0,0.0,3000.0,1863.9999999999998,5625.0,26640.0,5500.0,10000.0,2250.0,0.0
9/18/2018,4.34,3.0,3.7,20.0,6.0,0.0,1.0,5.0,4340.0,2399.9999999999995,5550.0,12000.0,3300.0,0.0,450.0,4500.0
9/19/2018,6.0,3.68,2.0,26.0,10.0,0.0,9.0,7.0,6000.0,2943.9999999999995,3000.0,15600.0,5500.0,0.0,4050.0,6300.0
9/20/2018,2.0,4.067,2.0,24.2,13.0,1.0,0.0,5.0,2000.0,3253.5999999999995,3000.0,14520.0,7150.0,10000.0,0.0,4500.0
9/21/2018,4.66,5.837,1.0,33.1,10.0,0.0,1.0,3.0,4660.0,4669.599999999999,1500.0,19860.0,5500.0,0.0,450.0,2700.0
9/22/2018,6.0,3.833,1.5,31.6,6.0,1.0,23.0,3.0,6000.0,3066.3999999999996,2250.0,18960.0,3300.0,10000.0,10350.0,2700.0
9/23/2018,7.34,9.439,3.25,42.862,9.0,0.0,8.0,5.0,7340.0,7551.199999999999,4875.0,25717.2,4950.0,0.0,3600.0,4500.0
9/24/2018,7.33,3.67,5.5,53.8,7.0,0.0,9.0,2.0,7330.0,2935.9999999999995,8250.0,32280.0,3850.0,0.0,4050.0,1800.0
9/25/2018,6.0,4.736,3.3,53.85,11.0,0.0,22.0,2.0,6000.0,3788.7999999999993,4950.0,32310.0,6050.0,0.0,9900.0,1800.0
9/26/2018,3.0,9.0,6.0,41.4,9.0,1.0,0.0,3.0,3000.0,7199.999999999999,9000.0,24840.0,4950.0,10000.0,0.0,2700.0
9/27/2018,4.0,6.567,4.6,19.0,11.0,0.0,7.0,3.0,4000.0,5253.599999999999,6899.999999999999,11400.0,6050.0,0.0,3150.0,2700.0
9/28/2018,2.0,4.68,3.7,40.6,3.0,0.0,5.0,3.0,2000.0,3743.999999999999,5550.0,24360.0,1650.0,0.0,2250.0,2700.0
9/29/2018,3.5,5.33,2.15,57.7,4.0,0.0,21.0,1.0,3500.0,4263.999999999999,3225.0,34620.0,2200.0,0.0,9450.0,900.0
9/30/2018,11.01,2.01,2.0,54.0,9.0,1.0,3.0,3.0,11010.0,1607.9999999999995,3000.0,32400.0,4950.0,10000.0,1350.0,2700.0
10/1/2018,3.0,4.932,1.0,53.0,10.0,0.0,21.0,3.0,3000.0,3945.6,1500.0,31800.0,5500.0,0.0,9450.0,2700.0
10/2/2018,6.0,3.91,3.5,18.6,7.0,0.0,6.0,0.0,6000.0,3127.9999999999995,5250.0,11160.0,3850.0,0.0,2700.0,0.0
10/3/2018,6.0,3.33,3.0,34.9,12.0,2.0,5.0,4.0,6000.0,2663.9999999999995,4500.0,20940.0,6600.0,20000.0,2250.0,3600.0
10/4/2018,6.0,3.36,2.0,32.0,12.0,1.0,5.0,0.0,6000.0,2687.9999999999995,3000.0,19200.0,6600.0,10000.0,2250.0,0.0
10/5/2018,4.84,3.397,1.1,22.8,7.0,0.0,14.0,1.0,4840.0,2717.5999999999995,1650.0000000000002,13680.0,3850.0,0.0,6300.0,900.0
10/6/2018,2.0,5.36,3.2,59.25,4.0,0.0,3.0,0.1,2000.0,4288.0,4800.0,35550.0,2200.0,0.0,1350.0,90.0
10/7/2018,2.68,7.35,2.0,42.4,8.0,0.0,9.0,1.0,2680.0,5879.999999999999,3000.0,25440.0,4400.0,0.0,4050.0,900.0
10/8/2018,4.0,1.68,3.0,30.0,18.0,5.0,0.0,3.0,4000.0,1343.9999999999998,4500.0,18000.0,9900.0,50000.0,0.0,2700.0
10/9/2018,2.0,1.67,1.0,30.0,18.0,0.0,29.0,1.0,2000.0,1335.9999999999998,1500.0,18000.0,9900.0,0.0,13050.0,900.0
10/10/2018,9.0,8.01,4.1,41.2,13.0,0.0,20.0,2.0,9000.0,6407.999999999999,6149.999999999999,24720.0,7150.0,0.0,9000.0,1800.0
10/11/2018,2.0,2.33,2.1,31.0,15.0,0.0,0.0,1.0,2000.0,1863.9999999999998,3150.0,18600.0,8250.0,0.0,0.0,900.0
10/12/2018,6.33,4.363,1.0,26.0,6.0,0.0,1.0,6.0,6330.0,3490.3999999999996,1500.0,15600.0,3300.0,0.0,450.0,5400.0
10/13/2018,6.99,4.507,3.25,29.6,8.0,0.0,6.0,3.0,6990.0,3605.599999999999,4875.0,17760.0,4400.0,0.0,2700.0,2700.0
10/14/2018,2.34,6.01,6.2,51.7,9.0,2.0,0.0,6.0,2340.0,4807.999999999999,9300.0,31020.0,4950.0,20000.0,0.0,5400.0
10/15/2018,7.17,0.066,3.0,47.6,12.0,0.0,5.0,6.0,7170.0,52.8,4500.0,28560.0,6600.0,0.0,2250.0,5400.0
10/16/2018,6.0,5.322,2.0,27.3,5.0,3.0,6.0,0.0,6000.0,4257.599999999999,3000.0,16380.0,2750.0,30000.0,2700.0,0.0
10/17/2018,2.33,6.0,4.0,52.2,5.0,0.0,1.0,4.0,2330.0,4799.999999999999,6000.0,31320.0,2750.0,0.0,450.0,3600.0
10/18/2018,4.34,3.0,1.1,14.0,9.0,1.0,10.0,5.0,4340.0,2399.9999999999995,1650.0000000000002,8400.0,4950.0,10000.0,4500.0,4500.0
10/19/2018,4.0,2.066,0.0,10.6,5.0,2.0,6.0,4.0,4000.0,1652.7999999999997,0.0,6360.0,2750.0,20000.0,2700.0,3600.0
10/20/2018,2.34,2.02,2.0,33.0,9.0,0.0,34.0,5.0,2340.0,1615.9999999999998,3000.0,19800.0,4950.0,0.0,15300.0,4500.0
10/21/2018,6.67,8.69,1.0,56.3,5.0,3.0,5.0,1.0,6670.0,6951.999999999998,1500.0,33780.0,2750.0,30000.0,2250.0,900.0
10/22/2018,2.66,7.01,3.3,18.8,8.0,0.0,28.0,1.3,2660.0,5607.999999999999,4950.0,11280.0,4400.0,0.0,12600.0,1170.0
10/23/2018,2.34,2.0,0.45,44.8,9.0,1.0,11.0,3.0,2340.0,1599.9999999999998,675.0,26880.0,4950.0,10000.0,4950.0,2700.0
10/24/2018,4.0,2.109,5.0,37.2,7.0,0.0,10.0,1.5,4000.0,1687.1999999999998,7500.0,22320.0,3850.0,0.0,4500.0,1350.0
10/25/2018,5.33,5.429,3.0,52.2,12.0,0.0,33.0,3.0,5330.0,4343.2,4500.0,31320.0,6600.0,0.0,14850.0,2700.0
10/26/2018,4.0,5.373,4.6,44.0,14.0,1.0,14.0,1.0,4000.0,4298.4,6899.999999999999,26400.0,7700.0,10000.0,6300.0,900.0
10/27/2018,8.34,3.426,2.2,49.975,12.0,1.0,7.0,2.0,8340.0,2740.7999999999997,3300.0000000000005,29985.0,6600.0,10000.0,3150.0,1800.0
10/28/2018,5.33,5.33,1.6,53.75,9.0,3.0,13.0,3.0,5330.0,4263.999999999999,2400.0,32250.0,4950.0,30000.0,5850.0,2700.0
10/29/2018,5.35,2.67,2.35,32.8,5.0,0.0,10.0,3.0,5350.0,2135.9999999999995,3525.0,19680.0,2750.0,0.0,4500.0,2700.0
10/30/2018,9.33,4.0,1.0,18.2,7.0,0.0,13.0,1.0,9330.0,3199.9999999999995,1500.0,10920.0,3850.0,0.0,5850.0,900.0
10/31/2018,2.0,4.68,3.0,34.1,7.0,0.0,2.0,2.0,2000.0,3743.999999999999,4500.0,20460.0,3850.0,0.0,900.0,1800.0
11/1/2018,7.84,0.34,3.0,25.0,6.0,3.0,7.0,0.0,7840.0,272.0,4500.0,15000.0,3300.0,30000.0,3150.0,0.0
11/2/2018,5.14,1.845,0.0,32.6,8.2,0.0,1.0,3.3,5140.0,1475.9999999999998,0.0,19560.0,4510.0,0.0,450.0,2970.0
11/3/2018,3.0,3.0,6.2,45.4,2.0,0.0,0.0,2.0,3000.0,2399.9999999999995,9300.0,27240.0,1100.0,0.0,0.0,1800.0
11/4/2018,13.99,4.896,0.0,52.0,7.0,0.0,13.0,1.0,13990.0,3916.7999999999993,0.0,31200.0,3850.0,0.0,5850.0,900.0
11/5/2018,6.33,2.34,6.0,29.0,14.0,0.0,13.0,2.3,6330.0,1871.9999999999995,9000.0,17400.0,7700.0,0.0,5850.0,2070.0
11/6/2018,3.33,6.68,10.55,37.7,8.0,0.0,13.0,2.5,3330.0,5343.999999999999,15825.000000000002,22620.0,4400.0,0.0,5850.0,2250.0
11/7/2018,7.0,1.863,3.0,38.9,15.0,3.0,8.0,0.0,7000.0,1490.3999999999999,4500.0,23340.0,8250.0,30000.0,3600.0,0.0
11/8/2018,3.0,1.573,6.0,38.0,5.0,0.0,16.0,2.0,3000.0,1258.3999999999999,9000.0,22800.0,2750.0,0.0,7200.0,1800.0
11/9/2018,5.0,0.67,5.0,43.0,7.0,1.0,22.0,0.0,5000.0,536.0,7500.0,25800.0,3850.0,10000.0,9900.0,0.0
11/10/2018,4.33,2.417,2.0,35.6,7.0,1.0,11.0,1.1,4330.0,1933.5999999999997,3000.0,21360.0,3850.0,10000.0,4950.0,990.0000000000001
11/11/2018,11.0,4.246,2.0,33.65,14.0,0.0,10.0,1.0,11000.0,3396.7999999999997,3000.0,20190.0,7700.0,0.0,4500.0,900.0
11/12/2018,2.34,2.33,7.0,35.0,15.0,2.0,24.0,1.0,2340.0,1863.9999999999998,10500.0,21000.0,8250.0,20000.0,10800.0,900.0
11/13/2018,6.33,5.35,6.0,29.7,18.0,0.0,18.0,3.0,6330.0,4279.999999999999,9000.0,17820.0,9900.0,0.0,8100.0,2700.0
11/14/2018,5.66,4.67,3.0,28.4,9.0,0.0,0.0,0.0,5660.0,3735.9999999999995,4500.0,17040.0,4950.0,0.0,0.0,0.0
11/15/2018,2.0,4.083,2.0,49.6,3.0,2.0,29.0,0.0,2000.0,3266.3999999999996,3000.0,29760.0,1650.0,20000.0,13050.0,0.0
11/16/2018,8.33,2.66,4.0,21.5,6.0,0.0,6.0,0.4,8330.0,2128.0,6000.0,12900.0,3300.0,0.0,2700.0,360.0
11/17/2018,8.0,2.34,1.0,39.0,5.0,0.0,13.0,2.0,8000.0,1871.9999999999995,1500.0,23400.0,2750.0,0.0,5850.0,1800.0
11/18/2018,4.68,4.68,5.0,32.9,7.0,1.0,10.0,1.0,4680.0,3743.999999999999,7500.0,19740.0,3850.0,10000.0,4500.0,900.0
11/19/2018,6.01,2.44,2.0,47.2,6.0,3.0,3.0,0.0,6010.0,1951.9999999999998,3000.0,28320.0,3300.0,30000.0,1350.0,0.0
11/20/2018,5.33,3.803,4.0,31.5,4.0,1.0,10.0,3.0,5330.0,3042.3999999999996,6000.0,18900.0,2200.0,10000.0,4500.0,2700.0
11/21/2018,7.0,2.34,3.25,22.0,5.0,0.0,5.0,1.0,7000.0,1871.9999999999995,4875.0,13200.0,2750.0,0.0,2250.0,900.0
11/22/2018,8.0,7.066,3.0,22.4,9.0,0.0,15.0,2.0,8000.0,5652.799999999999,4500.0,13440.0,4950.0,0.0,6750.0,1800.0
11/23/2018,6.0,4.472,3.0,29.6,13.0,1.0,24.0,3.0,6000.0,3577.6,4500.0,17760.0,7150.0,10000.0,10800.0,2700.0
11/24/2018,5.66,5.78,5.0,29.2,11.0,0.0,7.0,0.3,5660.0,4623.999999999999,7500.0,17520.0,6050.0,0.0,3150.0,270.0
11/25/2018,5.33,3.593,3.15,19.1,6.0,1.0,3.0,2.0,5330.0,2874.3999999999996,4725.0,11460.0,3300.0,10000.0,1350.0,1800.0
11/26/2018,5.33,2.34,2.0,36.3,15.0,1.0,16.0,3.0,5330.0,1871.9999999999995,3000.0,21780.0,8250.0,10000.0,7200.0,2700.0
11/27/2018,8.0,4.67,2.0,41.5,2.0,0.0,5.0,2.0,8000.0,3735.9999999999995,3000.0,24900.0,1100.0,0.0,2250.0,1800.0
11/28/2018,3.0,5.67,1.0,24.4,15.0,2.0,8.0,4.0,3000.0,4535.999999999999,1500.0,14640.0,8250.0,20000.0,3600.0,3600.0
11/29/2018,4.33,4.32,1.0,22.6,7.0,0.0,1.0,3.0,4330.0,3455.9999999999995,1500.0,13560.0,3850.0,0.0,450.0,2700.0
11/30/2018,1.0,3.01,1.0,22.4,3.0,0.0,0.0,2.5,1000.0,2407.9999999999995,1500.0,13440.0,1650.0,0.0,0.0,2250.0
12/1/2018,7.0,8.779,2.05,41.0,7.0,3.0,13.0,2.0,7000.0,7023.199999999999,3074.9999999999995,24600.0,3850.0,30000.0,5850.0,1800.0
12/2/2018,3.17,5.779,10.0,65.7,6.0,0.0,27.0,8.0,3170.0,4623.199999999999,15000.0,39420.0,3300.0,0.0,12150.0,7200.0
12/3/2018,6.0,5.083,2.1,44.0,13.0,0.0,13.0,1.0,6000.0,4066.3999999999996,3150.0,26400.0,7150.0,0.0,5850.0,900.0
12/4/2018,2.5,3.0,3.0,32.2,11.0,0.0,5.0,3.0,2500.0,2399.9999999999995,4500.0,19320.0,6050.0,0.0,2250.0,2700.0
12/5/2018,5.33,3.726,3.5,41.3,13.0,0.0,15.0,2.0,5330.0,2980.7999999999997,5250.0,24780.0,7150.0,0.0,6750.0,1800.0
12/6/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/7/2018,5.0,3.01,3.0,47.4,14.0,0.0,12.0,3.0,5000.0,2407.9999999999995,4500.0,28440.0,7700.0,0.0,5400.0,2700.0
12/8/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/9/2018,4.66,6.69,4.1,57.7,9.0,0.0,11.0,0.0,4660.0,5352.0,6149.999999999999,34620.0,4950.0,0.0,4950.0,0.0
12/10/2018,4.0,5.0,1.5,23.8,12.0,1.0,7.0,1.0,4000.0,3999.9999999999995,2250.0,14280.0,6600.0,10000.0,3150.0,900.0
12/11/2018,4.0,4.01,8.35,28.0,12.0,3.0,2.0,5.5,4000.0,3207.9999999999995,12525.0,16800.0,6600.0,30000.0,900.0,4950.0
12/12/2018,4.33,2.0,3.0,37.6,11.0,0.0,21.0,0.0,4330.0,1599.9999999999998,4500.0,22560.0,6050.0,0.0,9450.0,0.0
12/13/2018,3.68,2.243,3.0,47.5,6.0,0.0,6.0,0.0,3680.0,1794.3999999999996,4500.0,28500.0,3300.0,0.0,2700.0,0.0
12/14/2018,2.0,2.0,0.2,23.4,2.0,1.0,29.0,1.0,2000.0,1599.9999999999998,300.0,14040.0,1100.0,10000.0,13050.0,900.0
12/15/2018,4.0,2.34,3.45,62.4,5.0,0.0,26.0,2.3,4000.0,1871.9999999999995,5175.0,37440.0,2750.0,0.0,11700.0,2070.0
12/16/2018,1.33,4.32,0.2,27.0,3.0,0.0,7.0,1.0,1330.0,3455.9999999999995,300.0,16200.0,1650.0,0.0,3150.0,900.0
12/17/2018,6.34,2.01,5.0,53.0,6.0,1.0,22.0,2.0,6340.0,1607.9999999999995,7500.0,31800.0,3300.0,10000.0,9900.0,1800.0
12/18/2018,0.33,2.473,1.0,34.5,12.0,3.0,9.0,2.0,330.0,1978.3999999999996,1500.0,20700.0,6600.0,30000.0,4050.0,1800.0
12/19/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/20/2018,8.34,1.66,1.0,27.0,12.0,3.0,1.0,0.0,8340.0,1327.9999999999998,1500.0,16200.0,6600.0,30000.0,450.0,0.0
12/21/2018,2.0,1.35,0.0,35.0,12.0,1.0,13.0,1.0,2000.0,1080.0,0.0,21000.0,6600.0,10000.0,5850.0,900.0
12/22/2018,8.34,3.34,4.5,43.4,3.0,1.0,0.0,0.0,8340.0,2671.9999999999995,6750.0,26040.0,1650.0,10000.0,0.0,0.0
12/23/2018,12.33,6.406,2.3,47.7,8.0,0.0,13.0,4.0,12330.0,5124.799999999999,3449.9999999999995,28620.0,4400.0,0.0,5850.0,3600.0
12/24/2018,8.67,4.35,1.0,32.0,20.0,0.0,8.0,1.0,8670.0,3479.999999999999,1500.0,19200.0,11000.0,0.0,3600.0,900.0
12/25/2018,8.0,6.076,5.1,42.6,9.0,3.0,21.0,2.0,8000.0,4860.799999999999,7649.999999999999,25560.0,4950.0,30000.0,9450.0,1800.0
12/26/2018,1.0,0.66,2.15,50.0,8.0,1.0,13.0,2.0,1000.0,528.0,3225.0,30000.0,4400.0,10000.0,5850.0,1800.0
12/27/2018,3.68,3.01,3.05,40.6,8.0,0.0,7.0,0.0,3680.0,2407.9999999999995,4575.0,24360.0,4400.0,0.0,3150.0,0.0
12/28/2018,11.67,5.845,1.0,56.4,11.0,6.0,9.0,0.0,11670.0,4675.999999999999,1500.0,33840.0,6050.0,60000.0,4050.0,0.0
12/29/2018,6.68,5.611,1.0,68.35,5.0,0.0,7.0,2.0,6680.0,4488.799999999999,1500.0,41010.0,2750.0,0.0,3150.0,1800.0
12/30/2018,5.33,7.593,5.0,59.9,6.0,0.0,31.0,3.3,5330.0,6074.399999999999,7500.0,35940.0,3300.0,0.0,13950.0,2970.0
12/31/2018,8.0,4.66,5.2,44.5,10.0,0.0,6.0,4.0,8000.0,3727.9999999999995,7800.0,26700.0,5500.0,0.0,2700.0,3600.0
1/1/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/2/2019,5.33,4.397,4.15,36.8,4.0,0.0,9.0,2.0,5330.0,3517.6,6225.000000000001,22080.0,2200.0,0.0,4050.0,1800.0
1/3/2019,4.33,4.836,6.25,42.4,6.0,0.0,9.0,0.0,4330.0,3868.7999999999997,9375.0,25440.0,3300.0,0.0,4050.0,0.0
1/4/2019,7.0,3.67,2.6,55.8,10.0,0.0,0.0,1.0,7000.0,2935.9999999999995,3900.0,33480.0,5500.0,0.0,0.0,900.0
1/5/2019,8.01,3.69,3.1,62.75,10.0,0.0,30.0,1.0,8010.0,2951.9999999999995,4650.0,37650.0,5500.0,0.0,13500.0,900.0
1/6/2019,8.33,10.01,2.25,47.4,11.0,2.0,0.0,3.0,8330.0,8007.999999999999,3375.0,28440.0,6050.0,20000.0,0.0,2700.0
1/7/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/8/2019,4.34,3.32,0.0,41.8,6.0,0.0,10.0,2.0,4340.0,2655.9999999999995,0.0,25080.0,3300.0,0.0,4500.0,1800.0
1/9/2019,3.0,1.33,2.0,64.8,24.0,3.0,10.0,1.0,3000.0,1064.0,3000.0,38880.0,13200.0,30000.0,4500.0,900.0
1/10/2019,8.0,3.58,5.6,39.1,12.0,2.0,13.0,1.0,8000.0,2863.9999999999995,8400.0,23460.0,6600.0,20000.0,5850.0,900.0
1/11/2019,5.33,7.34,3.0,61.6,12.0,0.0,6.0,0.0,5330.0,5871.999999999999,4500.0,36960.0,6600.0,0.0,2700.0,0.0
1/12/2019,6.66,7.02,5.0,74.5,21.2,0.0,10.0,0.0,6660.0,5615.999999999999,7500.0,44700.0,11660.0,0.0,4500.0,0.0
1/13/2019,8.33,5.814,4.6,73.0,4.0,1.0,1.0,2.0,8330.0,4651.2,6899.999999999999,43800.0,2200.0,10000.0,450.0,1800.0
1/14/2019,9.0,9.7,3.0,51.0,10.0,0.0,18.0,0.0,9000.0,7759.999999999998,4500.0,30600.0,5500.0,0.0,8100.0,0.0
1/15/2019,4.33,4.33,3.65,30.4,9.0,0.0,19.0,1.0,4330.0,3463.9999999999995,5475.0,18240.0,4950.0,0.0,8550.0,900.0
1/16/2019,7.5,5.066,6.0,48.8,12.0,0.0,17.0,5.0,7500.0,4052.7999999999993,9000.0,29280.0,6600.0,0.0,7650.0,4500.0
1/17/2019,5.34,3.68,3.7,55.6,10.0,3.0,8.0,1.0,5340.0,2943.9999999999995,5550.0,33360.0,5500.0,30000.0,3600.0,900.0
1/18/2019,6.33,6.439,4.0,27.8,13.0,0.0,24.0,2.0,6330.0,5151.199999999999,6000.0,16680.0,7150.0,0.0,10800.0,1800.0
1/19/2019,7.02,8.391,5.5,77.4,9.0,0.0,1.0,3.0,7020.0,6712.799999999999,8250.0,46440.0,4950.0,0.0,450.0,2700.0
1/20/2019,11.67,14.463,2.1,93.05,6.0,0.0,34.0,1.0,11670.0,11570.399999999998,3150.0,55830.0,3300.0,0.0,15300.0,900.0
1/21/2019,4.34,5.825,0.0,67.15,11.0,0.0,31.0,0.0,4340.0,4659.999999999999,0.0,40290.0,6050.0,0.0,13950.0,0.0
1/22/2019,6.83,7.076,1.0,74.9,13.0,1.0,7.0,0.0,6830.0,5660.799999999999,1500.0,44940.0,7150.0,10000.0,3150.0,0.0
1/23/2019,3.33,8.463,7.1,58.4,4.0,0.0,23.0,2.0,3330.0,6770.399999999999,10650.0,35040.0,2200.0,0.0,10350.0,1800.0
1/24/2019,4.0,4.495,6.0,47.3,7.0,4.0,2.0,3.0,4000.0,3595.9999999999995,9000.0,28380.0,3850.0,40000.0,900.0,2700.0
1/25/2019,2.33,7.18,4.0,32.65,11.0,2.0,11.0,1.0,2330.0,5743.999999999999,6000.0,19590.0,6050.0,20000.0,4950.0,900.0
1/26/2019,7.0,8.459,2.4,97.8,11.0,1.0,13.0,1.0,7000.0,6767.199999999999,3600.0,58680.0,6050.0,10000.0,5850.0,900.0
1/27/2019,10.52,11.745,2.0,100.1,12.0,1.0,6.0,2.0,10520.0,9395.999999999998,3000.0,60060.0,6600.0,10000.0,2700.0,1800.0
1/28/2019,8.5,7.109,3.0,45.0,11.0,0.0,28.0,3.0,8500.0,5687.199999999999,4500.0,27000.0,6050.0,0.0,12600.0,2700.0
1/29/2019,5.0,5.0,3.45,38.8,10.0,2.0,15.0,0.0,5000.0,3999.9999999999995,5175.0,23280.0,5500.0,20000.0,6750.0,0.0
1/30/2019,6.33,5.713,2.25,52.312,8.0,0.0,11.0,1.3,6330.0,4570.4,3375.0,31387.199999999997,4400.0,0.0,4950.0,1170.0
1/31/2019,1.67,11.505,2.0,62.2,8.0,1.0,20.0,2.0,1670.0,9204.0,3000.0,37320.0,4400.0,10000.0,9000.0,1800.0
2/1/2019,11.34,1.726,8.0,38.9,9.0,0.0,7.0,3.0,11340.0,1380.7999999999997,12000.0,23340.0,4950.0,0.0,3150.0,2700.0
2/2/2019,13.34,12.706,6.2,64.262,8.0,1.0,45.0,0.0,13340.0,10164.799999999997,9300.0,38557.2,4400.0,10000.0,20250.0,0.0
2/3/2019,6.0,9.812,5.75,47.088,10.0,1.0,5.0,4.4,6000.0,7849.5999999999985,8625.0,28252.8,5500.0,10000.0,2250.0,3960.0000000000005
2/4/2019,6.33,6.68,3.0,47.0,5.0,1.0,12.0,2.0,6330.0,5343.999999999999,4500.0,28200.0,2750.0,10000.0,5400.0,1800.0
2/5/2019,5.33,10.386,3.65,33.8,2.0,0.0,1.0,4.0,5330.0,8308.799999999997,5475.0,20280.0,1100.0,0.0,450.0,3600.0
2/6/2019,6.34,4.178,2.2,29.0,4.0,0.0,4.0,1.5,6340.0,3342.3999999999996,3300.0000000000005,17400.0,2200.0,0.0,1800.0,1350.0
